id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
160,Dak Prescott,Playing,2024.0,I take full responsibility. I let this team down and I know that.,Prescott takes accountability following a critical interception in a playoff loss against the Packers,Press Conference,Apology,Mixed,Available,High,"ESPN, Cowboys Wire, Dallas Morning News",https://www.espn.com/nfl/story/_/id/39204310/dak-prescott-takes-responsibility-playoff-loss,
161,George Kittle,Playing,2023.0,Brock is built different. I'd run through a wall for that dude.,Kittle publicly defends Brock Purdy amid media criticism about whether the 49ers QB is a legitimate starter,Podcast,Support,Positive,Available,Medium,"Yahoo Sports, 49ers Wire",https://sports.yahoo.com/nfl/george-kittle-defends-brock-purdy-podcast,
162,Patrick Mahomes,Playing,2025.0,We're just trying to go out there and play football. That's all it's ever been.,Mahomes responds to ongoing accusations that NFL officials favor the Kansas City Chiefs,Press Conference,Controversy,Mixed,Available,High,"ESPN, Fox Sports, AP",https://www.espn.com/nfl/story/_/id/40011882/mahomes-addresses-referee-bias-accusations,
163,DK Metcalf,Playing,2022.0,I run a 4.3. You do the math.,Metcalf jokes on Twitter after a fan challenges him to a race following a comment about his speed,Twitter/X,Humor,Positive,Active,Low,"Bleacher Report, SB Nation",https://bleacherreport.com/articles/dk-metcalf-twitter-speed-challenge-humor,
164,Odell Beckham Jr.,Free Agent,2024.0,Teams keep saying my knee isn't right. I've been cleared. I'm ready. Call me.,OBJ posts a workout video expressing frustration with NFL teams not signing him despite being medically cleared,Instagram,Controversy,Mixed,Active,Medium,"ESPN, NFL Network, Bleacher Report",https://www.espn.com/nfl/story/_/id/39417822/odell-beckham-jr-calls-out-nfl-teams-instagram,
165,Richard Sherman,Retired,2023.0,The league has changed. Cornerbacks have no chance out there with these rules. We played a different game.,Sherman criticizes current NFL rules favoring wide receivers during a media appearance on his podcast,Podcast,Controversy,Negative,Available,Medium,"The Athletic, Pro Football Talk",https://theathletic.com/nfl/richard-sherman-podcast-rule-changes-cornerbacks,
166,Justin Fields,Playing,2024.0,I'm not thinking about the noise. I'm focused on proving myself every single day.,Fields addresses trade rumors and starting job uncertainty following the Bears drafting Caleb Williams,Press Conference,Reflection,Mixed,Available,High,"ESPN, Chicago Tribune, NFL Network",https://www.espn.com/nfl/story/_/id/39612044/justin-fields-responds-trade-rumors-bears,
167,Jalen Ramsey,Playing,2022.0,I'm the best corner in the league. Ask anybody in this locker room.,"Ramsey makes bold self-assessment during media day, drawing both praise and backlash from analysts",Public Appearance,Controversy,Mixed,Available,Medium,"ESPN, Bleacher Report",https://bleacherreport.com/articles/jalen-ramsey-best-corner-claim-media-day,
168,Tom Brady,Retired,2023.0,Retirement is harder than I thought. I miss competing more than I expected.,Brady opens up about retirement struggles during a candid interview at a charity golf event,Public Appearance,Reflection,Positive,Available,High,"ESPN, SI.com, USA Today",https://www.si.com/nfl/tom-brady-retirement-reflection-charity-event,
169,Stefon Diggs,Playing,2024.0,I want to be somewhere I'm appreciated. I gave everything I had in Buffalo.,"Diggs comments on his trade from the Bills, expressing that the relationship had run its course",Podcast,Reflection,Mixed,Available,High,"ESPN, The Athletic, Bills Wire",https://theathletic.com/nfl/stefon-diggs-trade-buffalo-reflection-podcast,
170,Nick Bosa,Playing,2023.0,Hold out? I earned everything I'm asking for. The market speaks for itself.,"Bosa defends his contract holdout decision ahead of the 49ers training camp, citing his Defensive Player of the Year performance",Twitter/X,Controversy,Mixed,Active,High,"ESPN, NFL Network, San Francisco Chronicle",https://www.espn.com/nfl/story/_/id/38122010/nick-bosa-defends-contract-holdout-twitter,
171,Joe Burrow,Playing,2024.0,"Nah, I'm good. I'll be back.","Burrow makes a lighthearted comment on social media about his injury recovery, calming concerned Bengals fans",Twitter/X,Humor,Positive,Active,Medium,"Bengals Wire, Yahoo Sports",https://sports.yahoo.com/nfl/joe-burrow-injury-update-twitter-humor,
172,Davante Adams,Playing,2025.0,I should not have done that. I let my emotions get the best of me and I'm sorry.,"Adams apologizes after shoving a sideline photographer following a loss, which led to an NFL investigation",Twitter/X,Apology,Negative,Active,High,"ESPN, Associated Press, NFL Network",https://www.espn.com/nfl/story/_/id/40218773/davante-adams-apologizes-shoving-photographer,
173,Josh Allen,Playing,2023.0,We all grieve differently. Damar is family and this community showed up for him in a way I'll never forget.,Allen reflects on Damar Hamlin's cardiac arrest and the outpouring of community support during a press conference,Press Conference,Support,Positive,Available,High,"ESPN, NFL Network, Buffalo News",https://www.espn.com/nfl/story/_/id/38400211/josh-allen-reflects-damar-hamlin-community-support,
174,Von Miller,Playing,2024.0,I've been through adversity my whole career. This is just another chapter.,"Miller speaks publicly for the first time after being charged and suspended, vowing to fight the allegations",Instagram,Controversy,Negative,Active,High,"ESPN, ABC News, Pro Football Talk",https://profootballtalk.nbcsports.com/2024/von-miller-addresses-suspension-instagram,
175,Micah Parsons,Playing,2025.0,Nobody's coming to save us. We gotta do it ourselves.,Parsons rallies Cowboys teammates on social media after the team's disappointing start to the season under new coaching staff,Twitter/X,Support,Positive,Active,Medium,"Cowboys Wire, NFL Network, The Athletic",https://theathletic.com/nfl/micah-parsons-rallies-cowboys-twitter,
176,CeeDee Lamb,Playing,2024.0,I'm not going to camp without a deal. Simple as that.,"Lamb holds out from Cowboys training camp while negotiating a new contract extension, drawing widespread media attention",Twitter/X,Controversy,Mixed,Active,High,"ESPN, NFL Network, Dallas Morning News",https://www.espn.com/nfl/story/_/id/39800241/ceedee-lamb-holdout-cowboys-training-camp,
177,Ray Lewis,Retired,2022.0,I look back on every single moment and I'd do it all over again. The game gave me everything.,Lewis delivers an emotional keynote speech at a youth football leadership summit in Baltimore,Public Appearance,Reflection,Positive,Available,Medium,"Baltimore Sun, NFL Network",https://www.nfl.com/news/ray-lewis-youth-football-summit-reflection,
178,Sauce Gardner,Playing,2023.0,Put some respect on my name. I haven't given up a touchdown all year.,Gardner fires back at an analyst who ranked him outside the top five corners in the league despite his dominant season,Twitter/X,Controversy,Mixed,Active,Medium,"Bleacher Report, Jets Wire, Yahoo Sports",https://sports.yahoo.com/nfl/sauce-gardner-responds-analyst-ranking-twitter,
179,Derrick Henry,Playing,2024.0,I still feel like I'm 25. The body feels great. I've got a lot left in the tank.,Henry speaks about his career longevity after signing with the Ravens and posting a historic rushing season at age 30,Press Conference,Reflection,Positive,Available,High,"ESPN, NFL Network, The Athletic",https://www.espn.com/nfl/story/_/id/39905512/derrick-henry-ravens-longevity-press-conference,
180,Caleb Williams,Playing,2024.0,I'm not trying to be anybody else. I'm just trying to be Caleb.,Williams addresses comparisons to Patrick Mahomes and other elite QBs during his first NFL media availability as a Bear,Press Conference,Reflection,Positive,Available,High,"ESPN, Chicago Tribune, NFL Network",https://www.espn.com/nfl/story/_/id/39701003/caleb-williams-addresses-comparisons-bears-media-day,
181,Antonio Brown,Free Agent,2022.0,The NFL blacklisted me. Every team knows I can still play. This is personal.,Brown goes on a social media tirade accusing the league of colluding against him after going unsigned throughout the offseason,Twitter/X,Controversy,Negative,Active,High,"ESPN, ProFootballTalk, NY Post",https://profootballtalk.nbcsports.com/2022/antonio-brown-blacklisted-claim-twitter,
182,Jordan Love,Playing,2024.0,Sitting behind Aaron for three years was the best education I could have gotten.,Love reflects on his time as Aaron Rodgers' backup and how that experience shaped him as a starter,Podcast,Reflection,Positive,Available,Medium,"The Athletic, Packers Wire",https://theathletic.com/nfl/jordan-love-rodgers-backup-reflection-podcast,
183,Tua Tagovailoa,Playing,2023.0,"I want to be transparent — my health comes first, and I'm taking every precaution necessary.",Tagovailoa addresses the media about his concussion history and the league's handling of head injuries following his third documented concussion,Press Conference,Controversy,Negative,Available,High,"ESPN, Washington Post, Miami Herald",https://www.espn.com/nfl/story/_/id/38615903/tua-tagovailoa-concussion-health-transparency,
184,Marshawn Lynch,Retired,2022.0,I'm just here so I don't get fined. You already know.,"Lynch reprises his famous media day quote during a comedic appearance at a charity event, delighting fans online",Public Appearance,Humor,Positive,Available,Medium,"Bleacher Report, Yahoo Sports, SB Nation",https://bleacherreport.com/articles/marshawn-lynch-reprises-media-day-quote-charity-event,
185,Saquon Barkley,Playing,2023.0,Leaving New York was one of the hardest decisions of my life. But I had to do what was right for me.,Barkley opens up about his departure from the Giants and signing with the Eagles during a sit-down interview,Podcast,Reflection,Mixed,Available,High,"ESPN, NY Post, The Athletic",https://theathletic.com/nfl/saquon-barkley-giants-departure-reflection-podcast,
186,Zay Jones,Free Agent,2023.0,I take full accountability for my actions and I am committed to getting the help I need.,Jones releases a statement apologizing after a domestic disturbance incident led to his release from the Jacksonville Jaguars,Twitter/X,Apology,Negative,Active,Medium,"ESPN, Jaguars Wire, Associated Press",https://www.espn.com/nfl/story/_/id/38290177/zay-jones-apology-statement-domestic-incident,
187,Amon-Ra St. Brown,Playing,2024.0,People slept on me coming out. I use that every single day.,St. Brown discusses being a sixth-round pick and using draft snubs as motivation during a feature interview,Podcast,Reflection,Positive,Available,Medium,"NFL Network, Lions Wire",https://www.nfl.com/news/amon-ra-st-brown-draft-motivation-podcast-feature,
188,Deshaun Watson,Playing,2023.0,I've grown from everything that happened. I'm focused on football and being the best teammate I can be.,Watson addresses the media at Browns training camp for the first time following his season-long suspension for conduct violations,Press Conference,Apology,Negative,Available,High,"ESPN, Cleveland Plain Dealer, NFL Network",https://www.espn.com/nfl/story/_/id/38011244/deshaun-watson-returns-browns-camp-addresses-suspension,
189,Deion Sanders,Retired,2023.0,"If you don't believe in yourself, nobody else will. Prime Time never doubted Prime Time.",Sanders makes a bold statement at a Colorado Buffaloes press conference shortly after taking over as head coach,Press Conference,Humor,Positive,Available,High,"ESPN, Sports Illustrated, Fox Sports",https://www.si.com/college/deion-sanders-colorado-press-conference-prime-time,
190,Christian McCaffrey,Playing,2024.0,The work never stops. I've been training since February and I can't wait to get back out there.,McCaffrey posts a training update on Instagram amid speculation about his injury recovery timeline heading into the season,Instagram,Support,Positive,Active,Medium,"49ers Wire, NFL Network",https://www.nfl.com/news/christian-mccaffrey-training-update-instagram-injury-recovery,
191,DeAndre Hopkins,Free Agent,2023.0,I've been around long enough to know what I bring. I'm not taking a discount.,"Hopkins comments on his free agency situation after being cut by the Cardinals, expressing confidence in his market value",Twitter/X,Controversy,Mixed,Active,Medium,"ESPN, NFL Network, Arizona Republic",https://www.espn.com/nfl/story/_/id/38198830/deandre-hopkins-free-agency-market-value-twitter,
192,Myles Garrett,Playing,2025.0,I asked for a trade. I want to compete for a championship. That's not a secret anymore.,"Garrett publicly confirms his trade request from the Browns, citing a desire to win a Super Bowl before his career ends",Press Conference,Controversy,Negative,Available,High,"ESPN, Cleveland.com, The Athletic",https://theathletic.com/nfl/myles-garrett-trade-request-confirmed-browns,
193,Jared Goff,Playing,2024.0,People counted me out after the trade. I used every bit of that. Still am.,Goff reflects on being traded from the Rams to the Lions and how the perceived slight fueled his resurgence as a top QB,Podcast,Reflection,Positive,Available,Medium,"The Athletic, Lions Wire, NFL Network",https://theathletic.com/nfl/jared-goff-rams-trade-motivation-reflection-podcast,
194,Ja'Marr Chase,Playing,2025.0,Watch what I do this year. Don't say nothing after. Just watch.,Chase posts a cryptic but confident message after signing his record-breaking contract extension with the Bengals,Twitter/X,Humor,Positive,Active,High,"ESPN, Bengals Wire, Yahoo Sports",https://sports.yahoo.com/nfl/jamarr-chase-contract-extension-twitter-message,
195,Aidan Hutchinson,Playing,2024.0,It was a scary situation. I'm grateful for the medical staff and my teammates who were there for me.,"Hutchinson speaks publicly for the first time after suffering a gruesome leg injury mid-game, expressing gratitude for the support he received",Instagram,Reflection,Positive,Active,High,"ESPN, Detroit Free Press, NFL Network",https://www.espn.com/nfl/story/_/id/40102984/aidan-hutchinson-first-statement-leg-injury-instagram,
196,Baker Mayfield,Playing,2023.0,Nobody believed in me. That's fine. I knew what I was capable of.,Mayfield reflects on his career resurgence with the Buccaneers after being released by three teams in a single year,Podcast,Reflection,Positive,Available,High,"ESPN, The Athletic, Buccaneers Wire",https://theathletic.com/nfl/baker-mayfield-resurgence-reflection-podcast,
197,Brandin Cooks,Free Agent,2023.0,"I just want to be somewhere stable. I've been traded too many times. I'm a person, not a transaction.",Cooks speaks candidly about being traded five times in his career during a sit-down media interview,Public Appearance,Reflection,Mixed,Available,Medium,"NFL Network, Yahoo Sports",https://sports.yahoo.com/nfl/brandin-cooks-trade-history-stability-interview,
198,Darius Slay,Playing,2024.0,Big Play Slay still out here. Don't let the age fool you.,"Slay jokes on Twitter after recording an interception at age 33, quieting critics who said he was past his prime",Twitter/X,Humor,Positive,Active,Low,"Eagles Wire, Bleacher Report",https://bleacherreport.com/articles/darius-slay-interception-age-joke-twitter,
199,Leonard Fournette,Free Agent,2023.0,No calls. No workouts. I'm in the best shape of my life and nobody wants to see it.,Fournette expresses frustration on social media after going unsigned deep into the season with no team interest,Instagram,Controversy,Negative,Active,Low,"Pro Football Talk, Yahoo Sports",https://profootballtalk.nbcsports.com/2023/leonard-fournette-unsigned-frustration-instagram,
200,Cooper Kupp,Playing,2023.0,Injuries are part of the game. I've never used that as an excuse and I'm not going to start now.,Kupp addresses a string of injuries that derailed his follow-up to his historic 2021 season during training camp availability,Press Conference,Reflection,Mixed,Available,Medium,"ESPN, Rams Wire, LA Times",https://www.espn.com/nfl/story/_/id/38312044/cooper-kupp-injury-resilience-press-conference,
201,Ndamukong Suh,Retired,2023.0,I played mean because the game demands it. I don't apologize for that.,Suh defends his physical and aggressive playing style during a retrospective interview reflecting on his NFL legacy,Podcast,Reflection,Mixed,Available,Medium,"The Athletic, NFL Network",https://theathletic.com/nfl/ndamukong-suh-career-legacy-reflection-podcast,
202,Trevon Diggs,Playing,2022.0,Pick six coming. I can feel it.,"Diggs posts a playful prediction before a Monday Night Football game, which he delivers on, sparking viral reaction",Twitter/X,Humor,Positive,Active,Medium,"Cowboys Wire, Bleacher Report, SB Nation",https://bleacherreport.com/articles/trevon-diggs-pick-six-prediction-twitter-mnf,
203,Emmanuel Sanders,Retired,2022.0,I want kids coming up to know it is okay to ask for help. I struggled mentally and nobody knew.,Sanders opens up about mental health struggles during his playing career at a post-retirement advocacy event,Public Appearance,Support,Positive,Available,Medium,"NFL Network, USA Today",https://www.usatoday.com/sports/nfl/emmanuel-sanders-mental-health-advocacy-retirement,
204,Rashee Rice,Playing,2024.0,I made a terrible mistake and I own that completely. I'm sorry to everyone affected.,Rice issues a public apology following a high-speed street racing incident in Dallas that resulted in multiple car crashes and legal charges,Twitter/X,Apology,Negative,Active,High,"ESPN, Dallas Morning News, NFL Network",https://www.espn.com/nfl/story/_/id/39600188/rashee-rice-apology-street-racing-incident,
205,Brock Purdy,Playing,2024.0,Mr. Irrelevant? I'll take that every single day if it means I get to play in this league.,Purdy jokes about his draft status during a media session after leading the 49ers to another NFC Championship appearance,Press Conference,Humor,Positive,Available,High,"ESPN, SF Chronicle, NFL Network",https://www.espn.com/nfl/story/_/id/39812200/brock-purdy-mr-irrelevant-joke-nfc-championship,
206,Cam Newton,Retired,2022.0,They said I was done at 30. Here I am at 33 still waiting for one phone call. Just one.,Newton posts a video expressing frustration that no NFL team has offered him a contract since being released by the Patriots,Instagram,Controversy,Negative,Active,High,"ESPN, Bleacher Report, Pro Football Talk",https://bleacherreport.com/articles/cam-newton-unsigned-nfl-frustration-instagram,
207,Jaylen Waddle,Playing,2023.0,Me and Tyreek are the best duo in the league. Nobody is stopping both of us.,Waddle makes a bold claim about his pairing with Tyreek Hill during Dolphins media day ahead of the season opener,Press Conference,Controversy,Mixed,Available,Medium,"ESPN, Miami Herald, NFL Network",https://www.espn.com/nfl/story/_/id/38100432/jaylen-waddle-best-duo-claim-dolphins-media-day,
208,Johnathan Abram,Free Agent,2023.0,I want to sincerely apologize to my former teammates. My attitude was wrong and I know that now.,Abram releases a statement apologizing to Raiders teammates after reports surfaced about locker room friction prior to his release,Twitter/X,Apology,Mixed,Active,Low,"Raiders Wire, Pro Football Talk",https://profootballtalk.nbcsports.com/2023/johnathan-abram-apology-raiders-locker-room,
209,A.J. Brown,Playing,2024.0,I don't need the validation. My tape speaks for itself every Sunday.,Brown responds to being left off a major media outlet's top-10 wide receiver ranking with a dismissive but pointed post,Twitter/X,Controversy,Mixed,Active,Medium,"Eagles Wire, Bleacher Report, Yahoo Sports",https://sports.yahoo.com/nfl/aj-brown-responds-ranking-snub-twitter,
210,Frank Gore,Retired,2022.0,Football saved my life. I grew up with nothing and this game gave me everything.,Gore delivers a heartfelt speech at a community outreach event in Miami discussing his upbringing and the impact of football on his life,Public Appearance,Reflection,Positive,Available,Low,"NFL Network, Miami Herald",https://www.nfl.com/news/frank-gore-community-event-football-life-reflection,
211,Kyler Murray,Playing,2022.0,I don't think I need to defend my work ethic. My game speaks for itself.,"Murray pushes back after the Cardinals inserted an independent study clause into his contract, implying he was not preparing adequately",Press Conference,Controversy,Negative,Available,High,"ESPN, Arizona Republic, NFL Network",https://www.espn.com/nfl/story/_/id/34812900/kyler-murray-study-clause-response-press-conference,
212,Jerry Jeudy,Playing,2024.0,Fresh start. New city. I'm ready to show everybody what I'm really about.,"Jeudy posts after being traded from the Broncos to the Browns, expressing excitement about his new opportunity",Instagram,Reflection,Positive,Active,Medium,"Browns Wire, NFL Network",https://www.nfl.com/news/jerry-jeudy-trade-browns-fresh-start-instagram,
213,Carl Nassib,Retired,2022.0,The support I received from this league and from fans meant more than I can put into words.,Nassib reflects on coming out as the first openly gay active NFL player and the response from the football community during a retirement press conference,Press Conference,Support,Positive,Available,High,"ESPN, Associated Press, NFL Network",https://www.espn.com/nfl/story/_/id/35100244/carl-nassib-reflects-coming-out-retirement,
214,Miles Sanders,Playing,2023.0,"I heard everything people said. I'm not going to lie, it motivated me more than anything.",Sanders responds to heavy criticism from Eagles fans following a fumble-prone season before his departure to Carolina,Podcast,Reflection,Mixed,Available,Low,"Panthers Wire, Pro Football Talk",https://profootballtalk.nbcsports.com/2023/miles-sanders-criticism-motivation-podcast,
215,Alvin Kamara,Playing,2023.0,I made a bad decision that night and people got hurt. For that I am truly sorry.,Kamara issues a formal apology after pleading no contest to charges stemming from a physical altercation in Las Vegas during Pro Bowl weekend,Public Appearance,Apology,Negative,Available,High,"ESPN, Associated Press, Saints Wire",https://www.espn.com/nfl/story/_/id/38722014/alvin-kamara-apology-las-vegas-altercation,
216,Malik Willis,Playing,2024.0,I've been patient. My time is coming and I'm going to be ready when it does.,Willis speaks about his journey as a backup quarterback after unexpectedly starting for the Packers mid-season,Press Conference,Reflection,Positive,Available,Medium,"Packers Wire, ESPN, NFL Network",https://www.espn.com/nfl/story/_/id/39900341/malik-willis-patience-opportunity-press-conference,
217,Terrell Owens,Retired,2023.0,The Hall of Fame snubbed me for years. The voters had personal vendettas. That's the truth.,"Owens revisits his contentious Hall of Fame journey during a podcast interview, renewing criticism of the voting process",Podcast,Controversy,Negative,Available,Medium,"The Athletic, Bleacher Report, Yahoo Sports",https://theathletic.com/nfl/terrell-owens-hall-of-fame-voters-controversy-podcast,
218,Sam Darnold,Playing,2024.0,I never stopped believing in myself even when it felt like nobody else did.,Darnold reflects on his career resurgence with the Vikings after his strong start to the 2024 season silenced longtime critics,Press Conference,Reflection,Positive,Available,High,"ESPN, Vikings Wire, Star Tribune",https://www.espn.com/nfl/story/_/id/39988421/sam-darnold-resurgence-reflection-vikings,
219,Cheetah Thomas,Playing,2023.0,"If the league won't protect us, we have to protect each other.",Thomas posts in solidarity with players advocating for stronger helmet safety rules following a rash of concussion-related incidents across the league,Twitter/X,Support,Positive,Active,Low,"NFL Players Association, Pro Football Talk",https://profootballtalk.nbcsports.com/2023/players-solidarity-helmet-safety-rules,
220,Eli Manning,Retired,2023.0,I still have nightmares about some of those Sack Sundays. But we won two Super Bowls so I'll take it.,Manning jokes about his career highs and lows during a lighthearted segment on ESPN's ManningCast,Public Appearance,Humor,Positive,Available,Medium,"ESPN, Pro Football Talk, SI.com",https://www.si.com/nfl/eli-manning-manningcast-humor-career-reflection,
221,Zach Wilson,Playing,2022.0,Do I feel like I let the defense down? No.,Wilson's blunt response to a question about whether his poor performance contributed to the Jets defense wearing down draws immediate backlash from teammates and media,Press Conference,Controversy,Negative,Available,High,"ESPN, NY Post, NFL Network",https://www.espn.com/nfl/story/_/id/34901122/zach-wilson-defense-comment-controversy-press-conference,
222,Chris Jones,Playing,2023.0,I'm the best defensive player in this league. Pay me accordingly.,Jones holds out from Chiefs training camp and makes his case publicly for a record-setting contract for a defensive tackle,Twitter/X,Controversy,Mixed,Active,High,"ESPN, Chiefs Wire, Kansas City Star",https://www.espn.com/nfl/story/_/id/38201044/chris-jones-holdout-contract-demand-twitter,
223,Jerry Rice,Retired,2024.0,Records are meant to be broken. If someone breaks mine I'll shake their hand — and then remind them it took 30 years.,Rice responds with humor after analysts suggest Davante Adams could eventually challenge his all-time receiving records,Twitter/X,Humor,Positive,Active,Medium,"NFL Network, Bleacher Report",https://bleacherreport.com/articles/jerry-rice-records-humor-twitter-response,
224,Demario Davis,Playing,2023.0,We have a platform and we have a responsibility. I'm going to keep using mine.,Davis speaks at a press conference defending his right to wear faith-based messaging on his helmet strap after the NFL fined him for the display,Press Conference,Support,Mixed,Available,Medium,"ESPN, Saints Wire, Associated Press",https://www.espn.com/nfl/story/_/id/38022710/demario-davis-helmet-strap-fine-response,
225,Dez Bryant,Retired,2022.0,That was a catch. It has always been a catch. Move on.,Bryant reignites debate about the infamous 2014 playoff ruling on Twitter after a fan tags him in an anniversary post about the play,Twitter/X,Controversy,Mixed,Active,Medium,"Dallas Morning News, Bleacher Report, Yahoo Sports",https://sports.yahoo.com/nfl/dez-bryant-catch-ruling-revisit-twitter,
226,Roquan Smith,Playing,2022.0,I have given everything to this organization and I deserve to be treated with respect in these negotiations.,"Smith submits a formal trade request from the Bears, citing a breakdown in contract extension talks and a lack of good faith from the front office",Twitter/X,Controversy,Negative,Active,High,"ESPN, Chicago Tribune, NFL Network",https://www.espn.com/nfl/story/_/id/34700441/roquan-smith-trade-request-bears-contract,
227,Damar Hamlin,Playing,2023.0,God had a plan for me. I don't take a single day on this field for granted anymore.,Hamlin speaks at a press conference ahead of his return to the field following his cardiac arrest during a Monday Night Football game,Press Conference,Reflection,Positive,Available,High,"ESPN, Bills Wire, Associated Press",https://www.espn.com/nfl/story/_/id/38000112/damar-hamlin-return-press-conference-reflection,
228,Jameis Winston,Playing,2023.0,"Eat a W, not an L. We built different in here.","Winston posts a motivational message after the Saints win a must-win late-season game, referencing his famous eat-the-W speech to teammates",Instagram,Humor,Positive,Active,Low,"Saints Wire, SB Nation",https://www.sbnation.com/nfl/jameis-winston-eat-a-w-instagram-saints-win,
229,Deebo Samuel,Playing,2022.0,I want to be somewhere I'm valued. Right now I don't feel that way.,"Samuel requests a trade from the 49ers citing a desire for a new opportunity, sparking a standoff with the front office that lasted through the offseason",Twitter/X,Controversy,Negative,Deleted,High,"ESPN, SF Chronicle, NFL Network",https://www.espn.com/nfl/story/_/id/33901244/deebo-samuel-trade-request-49ers-twitter,
230,Budda Baker,Playing,2023.0,I put in a trade request and I stand by that decision. I want to compete for a championship.,"Baker publicly confirms his trade request from the Cardinals after reports surfaced, becoming one of the most surprising offseason stories of the year",Twitter/X,Controversy,Mixed,Active,High,"ESPN, Arizona Republic, NFL Network",https://www.espn.com/nfl/story/_/id/38100882/budda-baker-trade-request-cardinals-confirmed,
231,Adrian Peterson,Retired,2023.0,I feel like I have a few good years left. I just need one team to believe that.,"Peterson, at age 38, posts a workout video to social media in an attempt to attract interest from NFL teams after going unsigned",Instagram,Reflection,Mixed,Active,Medium,"Pro Football Talk, Yahoo Sports, Bleacher Report",https://sports.yahoo.com/nfl/adrian-peterson-workout-video-comeback-attempt-instagram,
232,Brandon Aiyuk,Playing,2024.0,I love the game. I love my teammates. The business side is the business side.,"Aiyuk navigates a tense contract standoff with the 49ers, addressing fans on social media while his future with the team remained uncertain",Instagram,Controversy,Mixed,Active,High,"ESPN, SF Chronicle, The Athletic",https://theathletic.com/nfl/brandon-aiyuk-contract-holdout-instagram-statement,
233,Matt Judon,Playing,2024.0,They released me like I was nothing after everything I gave them. That one hurt.,Judon reacts to his release from the Patriots with a candid social media post expressing disappointment with how the situation was handled,Twitter/X,Controversy,Negative,Active,Medium,"ESPN, Boston Globe, Pro Football Talk",https://profootballtalk.nbcsports.com/2024/matt-judon-patriots-release-reaction-twitter,
234,Kwon Alexander,Retired,2023.0,"I want people to know it is okay to not be okay. Football or not, mental health is everything.",Alexander speaks at a health and wellness summit about his personal battle with anxiety and depression during his NFL career,Public Appearance,Support,Positive,Available,Low,"NFL Network, USA Today",https://www.usatoday.com/sports/nfl/kwon-alexander-mental-health-advocacy-wellness-summit,
235,Kadarius Toney,Playing,2023.0,Everybody always got something to say. Let me get healthy and watch what happens.,Toney fires back at analysts questioning his durability and commitment after a series of injuries derailed his first two NFL seasons,Twitter/X,Controversy,Mixed,Deleted,Low,"Chiefs Wire, Bleacher Report",https://bleacherreport.com/articles/kadarius-toney-responds-durability-criticism-twitter,
236,Travon Walker,Playing,2023.0,I know people expected more from me early. I'm putting in the work every single day to be what this team needs.,Walker addresses criticism about his development as the first overall pick in the 2022 draft during Jaguars training camp media availability,Press Conference,Reflection,Mixed,Available,Medium,"ESPN, Jaguars Wire, Florida Times-Union",https://www.espn.com/nfl/story/_/id/38201884/travon-walker-development-criticism-jaguars-camp,
237,Randy Moss,Retired,2022.0,Straight cash homie. Still the most electric play I ever made.,Moss jokes about his legendary straight cash homie moment during a throwback segment on NFL Network's anniversary coverage,Public Appearance,Humor,Positive,Available,Medium,"NFL Network, Bleacher Report",https://bleacherreport.com/articles/randy-moss-straight-cash-homie-anniversary-nfl-network,
238,Diontae Johnson,Playing,2024.0,I refused to play. I own that. But I also know my worth and I wasn't going to pretend otherwise.,"Johnson addresses his benching by the Carolina Panthers after refusing to enter a game, which ultimately led to his trade to the Baltimore Ravens",Podcast,Controversy,Negative,Available,High,"ESPN, The Athletic, Panthers Wire",https://theathletic.com/nfl/diontae-johnson-refusal-play-controversy-podcast,
239,Dak Prescott,Playing,2021.0,Mental health is real. I went through it after my brother passed and I am not ashamed of that.,Prescott opens up publicly for the first time about seeking therapy and dealing with depression following his brother's suicide,Public Appearance,Support,Positive,Available,High,"ESPN, Dallas Morning News, Associated Press",https://www.espn.com/nfl/story/_/id/31200442/dak-prescott-mental-health-brother-suicide-openness,
240,Tee Higgins,Playing,2024.0,I'm not going to play on the franchise tag. That is not where I want to be right now.,"Higgins holds firm on not reporting to Bengals training camp while playing under the franchise tag, intensifying contract dispute coverage",Twitter/X,Controversy,Mixed,Active,High,"ESPN, Bengals Wire, NFL Network",https://www.espn.com/nfl/story/_/id/39801044/tee-higgins-franchise-tag-holdout-twitter,
241,Warren Sapp,Retired,2023.0,I said what I said about offensive linemen and I still mean it. Nobody remembers the guys who didn't make plays.,Sapp doubles down on controversial remarks he made belittling offensive linemen during a podcast debate about Hall of Fame worthiness,Podcast,Controversy,Negative,Available,Medium,"Pro Football Talk, The Athletic",https://profootballtalk.nbcsports.com/2023/warren-sapp-offensive-linemen-remarks-podcast,
242,Jaylen Warren,Playing,2024.0,Undrafted. Overlooked. Every time I touch the field I remember that.,Warren posts a motivational message on Instagram after a breakout performance filling in for an injured Najee Harris,Instagram,Reflection,Positive,Active,Low,"Steelers Wire, Yahoo Sports",https://sports.yahoo.com/nfl/jaylen-warren-undrafted-motivation-instagram-breakout,
243,Odell Beckham Jr.,Free Agent,2023.0,I showed up. I was healthy. I ran routes for 40 minutes straight. What more do you need to see?,OBJ expresses frustration after a private workout for multiple NFL teams yielded no contract offers,Podcast,Controversy,Negative,Available,High,"ESPN, NFL Network, Bleacher Report",https://bleacherreport.com/articles/odell-beckham-jr-workout-no-offers-podcast,
